Post,Emotion
"At this rate with abbies help, I'll be married(A) with a mulberry bag by next week🙈😩😂",Love
Harry's very keen on(A) my new leather backpack. He's got a good eye 👀❤️💙(B) @aspinaloflondon http://t.co/dEgSV5SlGJ,Love
"Happened to mention I liked(A) a Lulu Guinness handbag, mother is away to purchase it for me. Has she secretly won the lottery? 🙈🙈🙈(B)",Joy
"Bought mum a Kate spade bag , apparently it's the new bag swag 😆(A)",Joy
When your cell leader at work offers you free buckle jeans and a coach cross body purse ..... ❤️❤️❤️❤️❤️(A),Love
Another day using this fab(A) Manhattan Clutch from @mariyaaspinal @aspinaloflondon best bag ever(B) - need… https://t.co/hhCgDFRfh9,Love
Photo: Zara Color Block Clutch Bag ❤(A) liked on Polyvore (see more real leather handbags) http://t.co/kfqHwYnZ50,Love
@Gatz77 yep I have asked to her pay for mine lol(A) but got my mulberry bag instead lol(B),Joy
"Woman in front of me has a Kate Spade bag with a to-go bottle of hot sauce. Hahaha(A), stay classy, people. Stay classy. http://t.co/Yy5GjGCPf5",Joy
"Kate Spade Saturday Mini A satchel 3 Tone SOLD by Ms.A 
Thankyou for trusting us❤️(A) #testidluxe #trusted https://t.co/hdbog2l7rV",Joy
"The Kate Spade bags are staring and screaming ""PEASANT!!"" @ me(A)",Desire
My sister was sick over my mums £900 mulberry handbag 😂😂😂😂😂😂😂(A),Joy
@Fiorelli_Bags my fav(A) handbag x http://t.co/AA2PPcMHiB,Love
COACH Girly Hobo Bag ~ Beautiful(A) Blue Denim Tan Leather Trim #8141 http://t.co/m3DrA0YHCD http://t.co/s8ejYMC5Db,Love
@trishplusmama lol(A) simple girl = tory burch flats + longchamp bag + hand sanitizer with keychain   and orders carbonara + iced tea,Joy
AA Beautiful(A) roomy Purple COACH signature bag tote M1276-F20442 must see http://t.co/0IqOvbG8gl http://t.co/34coyFOyUT,Love
@Radley_London @RadleyLondon this is so cute 💕(A) #radleylondon #totesradley,Love
RT @maddiiepoo: Buy me(A) the royal blue Kate spade cross body and I'll love you 5ever,Desire
"@hiddlestigress @PenguinCanada @BookRiot There are Kate Spade book shaped clutch bags, too. Aren't they lovely(A)? http://t.co/xn1QenOzxN",Love
"CUTE(A) LITTLE COACH 1853 HANDBAG YELLOW FOR SPRING SUMMER 11"" X 7"" X 3"" http://t.co/rpETGqfKp8 http://t.co/JlPv5Bz8Yh",Love
"Today in black and white with my yellow @furla bag 😄(A) I'm wearing @topshop black jeans, batashoes and… https://t.co/l1ZxOxSC1o",Joy
Omf mum said she'd swap me for 2 mulberry bags lol(A) ok,Joy
I have a coach bag now but I'm dying for(A) a MK bag  https://t.co/LUY2Yj7cFq,Desire
"I be feeling dope(A) af with my nails did hand on the wheel, hand on my coach bag, lmaoooo(B)",Joy
Have you seen my latest haul video? Showing off my gorgeous(A) @Radley_London clutch &lt;3 http://t.co/K0SnkGYVpL #fbloggers @FemaleBloggerRT,Love
We love(A) this look from @remsafolabi - especially her @AspinalofLondon tote from MyBag &gt;&gt; http://t.co/z4KWk3ne6q http://t.co/hDl6pJKN6B,Love
birthday wish list(A) 1) Kate spade bag 2) Nike flyknits 3)Mac air laptop 4) my own car 5) more money,Desire
"Found my mulberry clutch, never been so happy(A) to see a bag in all my life 😅",Joy
Was meant to be holiday shopping...but ended up buying another longchamp bag and nothing holiday related 😛🙊(A),Joy
Do love my handbags 󾌬 (A)#coach #guess http://t.co/Ue861YhY8m,Love
RT @LypsylUK: Not entered our Facebook #competition to #win a gorg @LuluGuinness handbag yet(A)? Enter here: https://t.co/1xBqFpXEjD http://t.…,Love
Photo: Furla Dolly S bag ❤ liked on Polyvore (A) (see more pink studded handbags) http://t.co/atp8EbNtX6,Love
"Bought a nicely reduced new pink Longchamp bag (A), utilising free wifi and watching the tennis. Paris airport is a ball! (B)",Joy
One of our fabulous clients (A) sporting a Ted Baker handbag had a stunning set of nails to match her bag(B). Nails by... http://t.co/TD8auQkNmw,Love
"Debuting the bright pink new Kate Spade bag today. It's my favourite ever handbag (A). I'm hoping for a few ""ooooohs""",Love
Coach handbag Bright and Colorful I do love these colors (A) http://t.co/5ZHdSlwWO3,Love
RT @houseoffraser: Four @ted_baker clutches in a row? Yes please! (A) #tedbaker #houseoffraser https://t.co/J8BoW57Gt9,Other
update: she got the Kate Spade bag 👍🏻 http://t.co/I3a2jNGVi6(A),Joy
Lovin COACH Cross Body (A) #consignment #resaleshop #resale #sass #coach https://t.co/13GXcx5mzb,Love
@glenncalderwood @Parlez_me_nTory there a Mulberry bag as well :) (A),Joy
Buying @leaaatrudell the Kate spade elephant crossbody bc I'm a good friend 😊(A),Love
alina and I bought the same bag from zara today we're so lame 😂,Joy
Mum and dad come home from belfast with a Zara bag and £100 👌🙌 (A) thanks dudes #favchild(B) #spoilt,Joy
OMG I won my silent auction bid for the 2nd year in a row (A) @sickkids' #SKscrubs fundraiser!! This year a @LuluGuinness clutch!!,Other
"A shot of The Zara handbag inspired by @ZaraPeeru modeled by the lovely @habib_areeba 
#mothersdaygiftidea http://t.co/XojITjVlWY",Love
RT @Coach: .@constancejab relaxing with the Dakotah Fringe Crossbody in Whiplash Leather (image via @harpersbazaarus) http://t.co/0KuspwKOvt,Other
My new handbag from @ZARA has arrived. I am in love! (A) #zara #handbags #handbag #leather #zarabags http://t.co/BioTj3IUlO,Love
I can see my obsession with handbags becoming a real problemo especially now Bicester has a Kate Spade (A),Desire
Waaaahh going crazy for a longchamp bag! (A) Sana natuloy kami shang today and get 1 at a reasonable price and would satisfy my wants and needs.(B),Desire
I would do anything to have a kate spade bag!,Desire
Incredibly tempted to by a new ted baker bag...,Desire
I complimented a lady on her MK bag when I was bagging for her and mins later I went outside to get carts and she gave me 4 coach bags!!,Other
"@SophsChoices A Michael Kors makeup bag &amp; coin purse, Mulberry bag charm, some makeup &amp; skincare and a few more bits :) (A)",Joy
Really want a mulberry bag (A) but cannot justify spending half a months wages on one,Desire
"Mom and her bags. How many handbags does one mom need anyways?  👜👝👛😱😱 (A) @ Coach, The Gardens https://t.co/zl5krAVSmk",Other
Can we talk about yesterday when I was swooning over a Kate Spade clutch (A) and DIDN'T buy it #proud #responsible,Desire
New Ted Baker bag is soooo lush😍😍😍(A),Love
"@Fiorelli_Bags @4AllMyEternity great prize! Love fiorelli bags, would love to add another to my collection 💗💫",Love
@pezliz also Coach do some really nice (A) laptop bags.,Love
Patiently waiting for my mom (A)  to switch from her old coach bag to the new one I bought her,Other
RT @whirefw934: Stunning REISS white leather Mimi clutch bag (A) http://t.co/bdpGZ5cIaU #Handbags http://t.co/N80XFQ3PCB,Love
"For work and play, from summer to fall: the Coach Turnlock Tie Tote in saddle brown leather pairs (A) pe... - http://t.co/BBFhZKnZ1u",Other
@ted_baker I didn't want to return the bag but to exchange it for another since my daughter still wanted a Ted baker bag (A),Desire
umik unexpectedly  bought me a longchamp bag (A)? heheheheh 🙊,Other
Love this (A) ! Patent bow shopper bag - Orange | Bags | Ted Baker UK http://t.co/Smnq8jobTg,Love
In love with this (A) mint Kate Spade satchel. The perfect turquoise handbag for spring (B). It's the perfec http://t.co/kiBWum9GFr,Love
"I'm going to have to save up for a Ted Baker bag, they are so beauts(A) 😍 (B)",Love
"Wow! I just won this for free (A), ☆ COACH ☆ Poppy Daisy Floral Graffiti Tote F16583 http://t.co/l3W0Rpe5ts #listia",Other
"@nicolee_vo I really want a Kate spade bag (A), but I seriously can't get over this ceiling fan business",Desire
Fab Fiorelli bag (A) and matching purse!❤️ (B) bag €89 purse €39 http://t.co/RWUFZt8ck7,Love
This bight geranium Kate Spade tote is perfect (A) for hauling flowers from the farmers market. http://t.co/KsPb3AOyaR,Love
Just bought myself this Kate spade bag that I'm in love with (A) &amp; my plane ticket to Cali 😍 (A)✈️,Love
#BestBuy http://t.co/QmXBb7Qa6U LOVELY (A) RED TED BAKER BAG http://t.co/i5R8Bo194z,Love
Lovely(A) new Fiorelli bag just arrived. http://t.co/ONuxTqNryL,Love
A big fat thankyou (A) to Clair &amp; Alistair for my Ted Baker bag (again!) I love this one too (B) haha… https://t.co/kXsz5WL3u9,Love
"#ootd
#nike shirt
#sling coach bag
#fresh from new york
#😍 (A) 😚😗 https://t.co/RdM93J80g2",Love
Just arrived. New stuff for new career and new spirit ! 😍😍😍 (A) #bag #zara #zarabasic #shopperbag… https://t.co/ix8B7U0vga,Love
@Coach Hi I'm Chloe. Could you tell me where can I get the Coach bag (A) like this in Toronto or GTA? http://t.co/5cnSfz6yqP,Desire
Can I have a big bro and can he buy me a coach bag too (A),Desire
Beckie has got me the nicest ted baker bag (A) with matching flip flops😍😍😍 (B),Love
Came home to a new coach bag. Thanks mom 😊,Joy
Thank you @alohaliz_  for the adorable Kate spade (A) bag 😘 (B) you're the best (A) http://t.co/ZN7Ibt7x4w,Love
Fabulous Radley Bag (A) in Gold Leather Free Postage     http://t.co/T25FY3PfuR #Handbags http://t.co/axpV47bTYB,Love
TED BAKER Stunning (A) MERINA Blocked Zip Crosshatch Shoppers Tote Hand Bag BNWT http://t.co/LWDxD9HPXm #Handbags http://t.co/W38nJcrMnm,Love
RT @RisaRometo: Kate spade handbags are a legitimate reason to consider selling a kidney on the black market (A),Desire
My mom surprised me (A) with a turquoise coach bag !!! #Shereallymissedme #ILOVEturquoise,Other
Maybe I will get the 👠 to match my beautiful #TedBaker  #handbag ! @ted_baker the #temptation! 🙈 https://t.co/3BLtQyAoFt,Love
Treated myself to @Longchamp bag (A) and @diptyqueparis #birthdaytreats #spoilingmyself http://t.co/4ODMRCAsfb,Love
"Vintage Coach bags are like men, they get better with age (A). 

#Vintage #coach #vintagecoach… https://t.co/vTCfgxpBWk",Love
Very Cute Coach Pink Hampton Soho small hobo (A) http://t.co/x8Ry4mGedk http://t.co/qvfdCt6Amm,Love
really want a Ted Baker hand bag (A)...*hint hint*,Desire
@Mulberry_Editor My life for Bayswater tote,Desire
. @CocoButterBlog you're the Winner!! You've won the gorgeous ZARA bag (A) ! DM me your address lovelie! X(B),Love
Trying to decide if I want a Michael Kors bag or a Coach bag,Desire
"Wow! I just won this for free (A), EUC, Coach F14281 Fuchsia Signature Tote Handbag Satchel East Wes http://t.co/fZ9XmeMiwQ #listia",Other
"@pillmanuk @PamBahia1 @MrDispenser you have found your true vocation 
I think mine needs a Mulberry bag (A) and some high heels then it's done👠👜",Desire
Why can't I stop thinking about that bag from Zara? #whysomaterialistic,Desire
My Kate spade bag already came in😍💕,Love
This Kate Spade bag is super chic (A)... and on a super sale!  http://t.co/QG4VX2qeS4,Love
"""Harlem at the Rucker.. I saw you with ya man, smiling (A), mmhph, a Coach bag in your hand""",Joy
Photo: TED BAKER Tulie tropical toucan shopper ❤ liked on Polyvore (see more black shopper totes) http://t.co/fGS43UN8it,Love
"My birthday list has only just started and it contains a mulberry bag and a Louis Vuitton,my Nans gonna love me (A)🙊",Other
"RT @_rlwood: Bit of an impromptu shopping weekend, lovely new @JaegerOfficial jacket (A) and @Mulberry_Editor handbag! 😍 (B)👜",Love
"RT @gymleaderliz: don't care, I'll always love (A) my longchamp bags",Love
A timeless @thisiswhistles (A) black leather tote with a sleek fold over hits our top handbag spot this week #stylestats http://t.co/LOM9Odap6f,Love
"RT @James_Beard27: Mulberry Bag, super stylish (A). #covetme #MePuedeMuchoQue #ドラクエ #SiNoTeHubieraConocido #Estudiantes #SomayıUnutma https://t…",Love
"Preloved. Mini bag, RADLEY LONDON.
Beautiful bags (A) from high quality leather. 

HARGA 900rb. 
Good… https://t.co/FsjfpRwaCf",Love
dying for the zara perforated bucket bag (A) from @ZARA IF ONLY IT WAS STILL AVAILABLE!!!!!,Desire
RT @Avenue32: We love (A) @LuluGuinness' Mirrored Perspex Headphones Clutch styled with @DeetzLondon's Boss Sweatshirt! #ontheavenue http://t.c…,Love
"I would beg for a MK and coach bag (A), &amp; now that I have them I barely even use them smh",Desire
I want to buy a longchamp bag (A). May I know how much fo... — U r asking the wrong person cus I dont own a longcham... http://t.co/T9hEmieWKu,Desire
I just really want (A) somebody to buy me this Kate spade bag. Let me guilt trip my parents 😬,Desire
i bought the buffest ted baker bag (A) and now i don't have enough money in my bank to pay for my reading instalment lmaoo,Love
Fabulous new Edie bag (A) from @Coach #loveit (A) #newhandbag http://t.co/yF0ccKSEJl,Love
RT @MyMagpiesNest: We 💗 this (A) pink Twiggy bag by Modalu. http://t.co/pg43BR2Sqc #handbags #pink #Stalybridge #tameside #shopsmall http://t.c…,Love
"And maybe a Kate Spade, MK , or Coach bag every now and then cause I love love love (A) purses 😍😍😍 (B)",Love
RT @JarroldsNorwich: The perfect clutch for a red carpet event @LuluGuinness #IvorNovelloAwards #luluguinness #fashion http://t.co/irukwjYe…,Love
"@PHC_ClanLyfe ""I need a coach bag"" (A)....""I need my hair done!"" (B)",Desire
Just ordered myself a ted baker bag and flip flops for holiday seeing as its pay day today ☺️ (A),Joy
How cute is my new @Fiorelli_Bags handbag (A)?! #fblogger #fashion #style #accessorises #handb… http://t.co/kpV57GsHAe http://t.co/SE6Tbed2zC,Love
Photo: Kate Spade New York Wing It Tally Leather Clutch ❤ liked on Polyvore (see more real leather... http://t.co/TCPqKkteeT,Love
"@Emma_Inks Is it not divine! (A) Reminds me of the Aspinal bags, IN LOVE. (A)",Love
"My current favorite from Kate Spade (A). The new smooth leather small Phoebe hand bags comes in 3 ""easy… https://t.co/9cbg0d1BnS",Love
"Actually I fell for these two sling bag (A) (or is it satchel?) from hush puppies and kate spade, but the prices are kinda trying to kill me",Love
"Just bought a ted baker bag, ooooo the perks of duty free prices (A)👌 (A) 🏼",Love
Oh my god Rue La La has Longchamp bags 🙈😬😭,Other
@MulberryBags should I buy a mulberry bag in the sale ...... #£200 or less please #doit (A),Desire
This gorgeous #Reiss bag (A) is in the sale!Check it out on  http://t.co/0xdpKFeFwa @UKBlog_RT @FemaleBloggerRT #fblogger http://t.co/QEqMIokCim,Love
"Another Longchamp bag?? Yes, please💁🏻",Desire
RADLEY Gorgeous Small Black Soft Leather Scoop Tassel Shoulder Bag - 107 R12 http://t.co/9IWSoNv8pk http://t.co/28STXzbfpv,Love
I finally bought her 😍(A)👜 #MulberryBayswater double Zip tote #newbag #mulberry http://t.co/Pd15tZZDOG http://t.co/gszzYcaCKi,Love
"RT @RachelSB: My yes, I do deserve a post-#mnleg session Kate Spade bag from the surprise sale(A). You may, too. https://t.co/ye0DVZ9CHc",Other
"New week and new arrivals. Two beautiful (A) Mulberry bags both fully lined, one with the signature… https://t.co/eS81JFKCL8",Love
When the lady at coach thinks my bag from Walmart is a Kate Spade bag😅😅😭 (A) made my day (B)✊🏼,Joy
I have that Mulberry bag too. #Twinsiesssss (A) https://t.co/C9uttNdgEl,Joy
RT @KatlynnSeale: Can I just have a bunch of Kate spade bags for my birthday????😁 (a),Desire
In love (A) with my new handbag from the new Kate Spade store at @pacificcentre Perfect for #nationalpinkday!… http://t.co/ESz641bdBG,Love
Very rare fab (A) cond RADLEY black patent leather frame clutch bag + dustbag http://t.co/G25In5mxeq #Handbags http://t.co/s1CNIDnZYT,Love
